path,filename,folder,extension,word_count,line_count,md5,contains_authority_language,contains_runtime_language,likely_category,proposed_status,duplicate_filename_group,exact_duplicate_group
QUICK_ACTION_PLAN.md,QUICK_ACTION_PLAN.md,,.md,585,139,5488bdf1bcc9765085bab23af5cde654,no,no,planning,draft,,
QUICK_COMMANDS.md,QUICK_COMMANDS.md,,.md,144,72,f9cb922c715db22f36d66e1692bc7fca,no,no,root-or-other,historical,,
QUICK_REFERENCE_RESUME.md,QUICK_REFERENCE_RESUME.md,,.md,385,129,56251388edf6de32a5983d938cfe3faf,no,no,root-or-other,historical,,
README.md,README.md,,.md,495,114,d5985ce110a68bda547cf76f8b72aa30,yes,yes,root-or-other,historical,README.md,
READ_ONLY_API_COMPLETE.md,READ_ONLY_API_COMPLETE.md,,.md,815,284,95e2adcd9c855dfa2344c79c948e0512,yes,no,root-or-other,historical,,
REMOTE_MIGRATION_COMPLETE.md,REMOTE_MIGRATION_COMPLETE.md,,.md,811,190,b9ce2b88f1cc2332b7454f48ceac834c,no,no,root-or-other,historical,,
REPO_GOVERNANCE.md,REPO_GOVERNANCE.md,,.md,207,57,943e4b1b319b0400d5c7b311d4e78807,no,yes,root-or-other,historical,,
ROADMAP.md,ROADMAP.md,,.md,126,22,27d80ad4f0d7e7305cf2562a742ef89e,yes,no,root-or-other,historical,,
ROOT_CAUSE_ANALYSIS.md,ROOT_CAUSE_ANALYSIS.md,,.md,639,153,2e2307ddbd70d21fb1d489ef4aa1172c,no,no,root-or-other,historical,,
SCALE_AUDIT_AND_INDEX_OPTIMIZATION.md,SCALE_AUDIT_AND_INDEX_OPTIMIZATION.md,,.md,579,122,aef0ea959e6942a299d448c611b37758,no,no,audit,draft,,
SCALE_HARDENING_100K_USERS.md,SCALE_HARDENING_100K_USERS.md,,.md,996,264,29de6a61a4a1a5454919e187b4a6a65f,no,no,root-or-other,historical,,
SECRETS_DIAGNOSTIC.md,SECRETS_DIAGNOSTIC.md,,.md,458,111,f7ec23b42dcb5ca78210f75b15fe238b,no,no,root-or-other,historical,,
SESSION_COMPLETE.md,SESSION_COMPLETE.md,,.md,824,246,98be6122edb7002f4b36229b9e85286a,no,no,root-or-other,historical,,
SET_GITHUB_SECRETS.md,SET_GITHUB_SECRETS.md,,.md,78,49,737fc11a12e276bdb52fdbda971d835a,no,no,root-or-other,historical,,
SMOKE_TEST_FIRST_RUN.md,SMOKE_TEST_FIRST_RUN.md,,.md,623,141,1e16c333c028e2befa1232e3a720a599,no,no,root-or-other,historical,,
SPRINT-PLANNING-COMPLETE.md,SPRINT-PLANNING-COMPLETE.md,,.md,657,161,f136c6005e5de5f7515d58d204debe94,no,yes,planning,draft,,
SPRINT_E1_E2_COMPLETION.md,SPRINT_E1_E2_COMPLETION.md,,.md,1254,372,f021abf36923cde79528289265899f0c,no,no,root-or-other,historical,,
STAGING_READY.md,STAGING_READY.md,,.md,1029,270,f86037085e37d40d5d58981ffb093827,no,no,root-or-other,historical,,
STAGING_SMOKE_COMPLETE.md,STAGING_SMOKE_COMPLETE.md,,.md,791,210,8ab22186483c6a568e8f817a11c5556a,no,yes,root-or-other,historical,,
STAGING_SMOKE_READY.md,STAGING_SMOKE_READY.md,,.md,826,211,76bf85bac9a86b37dc1d4db22bea32eb,no,no,root-or-other,historical,,
START-HERE-72HR.md,START-HERE-72HR.md,,.md,520,138,3a6fc4fe564e29a63263fd524baf2b3b,no,no,root-or-other,historical,,
STRATEGIC-ALIGNMENT-72HR.md,STRATEGIC-ALIGNMENT-72HR.md,,.md,998,196,0564860eb8efd2cadcf658b467733527,no,yes,root-or-other,historical,,
SUPABASE_CONTRACT_TESTS_COMPLETE.md,SUPABASE_CONTRACT_TESTS_COMPLETE.md,,.md,1192,259,8a844e5ad1cae2e3c8a8dcdcd18a06cc,no,no,root-or-other,historical,,
T1_DETECTION_COMPLETE.md,T1_DETECTION_COMPLETE.md,,.md,746,189,95eed61fc14832ccf5b6dd24b273fbf9,no,yes,root-or-other,historical,,
T1_T3_COMPLETE.md,T1_T3_COMPLETE.md,,.md,1049,229,b411b9714c6c10adf48da31aa7dbabc4,no,yes,root-or-other,historical,,
VETO_CONDITIONS_ADDED.md,VETO_CONDITIONS_ADDED.md,,.md,909,205,948f4a85025b440d095bea0590c07bc9,no,no,root-or-other,historical,,
WHATS_NEXT.md,WHATS_NEXT.md,,.md,943,270,a329d752ca2c37d9b2aa879dcba02a0b,no,no,root-or-other,historical,,
WORKER_RUNBOOK.md,WORKER_RUNBOOK.md,,.md,1138,385,62213b0e6c52b99dcca71bff0698d71d,yes,yes,runbook,runbook,,
WORK_SESSION_STATUS.md,WORK_SESSION_STATUS.md,,.md,220,49,97b6e25eaeb312dba55ffeaacfbda25b,no,no,root-or-other,historical,,
ZERO_DRIFT_VERIFICATION.md,ZERO_DRIFT_VERIFICATION.md,,.md,1805,430,f22b132813010220da190efeff46d61b,yes,no,root-or-other,historical,,
archive/base44-export/base44_canon_change_request_protocol.md,base44_canon_change_request_protocol.md,archive/base44-export,.md,644,430,7507c558022354840e8a7caddf6b58a8,no,no,root-or-other,historical,,
archive/base44-export/revisiongrade-governance-evaluation-observability-qa-industry-phase0-functional-architecture-spec.md,revisiongrade-governance-evaluation-observability-qa-industry-phase0-functional-architecture-spec.md,archive/base44-export,.md,656,160,eb5193949262b61d2c0b14a83889a859,no,no,root-or-other,historical,,
archive/phase0_docs/MIGRATION_GUIDE.md,MIGRATION_GUIDE.md,archive/phase0_docs,.md,728,233,2c1e42bcbd005bbf980f1ad3b031dcf1,no,no,root-or-other,historical,,
archive/phase0_docs/OPERATIONAL_READINESS.md,OPERATIONAL_READINESS.md,archive/phase0_docs,.md,640,223,e6756bccb5fb7acd4dd1b61edc7cf0b2,no,no,root-or-other,historical,,
archive/phase0_docs/README.md,README.md,archive/phase0_docs,.md,2,1,abf859f6d318429705cf9d7853047264,no,no,root-or-other,historical,README.md,
archive/phase0_docs/base44_jira-epic_revisiongrade-governance-evaluate-surface-yourwriting.md,base44_jira-epic_revisiongrade-governance-evaluate-surface-yourwriting.md,archive/phase0_docs,.md,1991,385,c78af35c20481672778b988739b3f183,yes,yes,root-or-other,historical,,
archive/phase0_docs/bio_governance_canon_master_data_management_MDM_v1.0.md,bio_governance_canon_master_data_management_MDM_v1.0.md,archive/phase0_docs,.md,1722,399,349d634af1fa7405eb82719651556cd9,no,no,root-or-other,historical,,
artifacts/evidence/dominatus-i4/evidence-bundle.md,evidence-bundle.md,artifacts/evidence/dominatus-i4,.md,179,39,54dd86236bef5589a353eadefc1c287d,no,yes,root-or-other,historical,,
calibration/dominatus-i4-acceptance-checklist.md,dominatus-i4-acceptance-checklist.md,calibration,.md,932,148,da43facd65f5225ef0b04b4cfa819e8b,no,yes,root-or-other,historical,,
calibration/dominatus-i4-revisiongrade-gold-standard.md,dominatus-i4-revisiongrade-gold-standard.md,calibration,.md,1717,260,0c38d0480f2bf31716ac19488e40966c,no,yes,root-or-other,historical,,
calibration/dominatus-i4-unaided-ai-baseline.md,dominatus-i4-unaided-ai-baseline.md,calibration,.md,603,116,3831cdc90a498c90cdd0d835d2544340,no,yes,root-or-other,historical,,
calibration/phase0.2/dominatus-lessons-learned-failure-cases.md,dominatus-lessons-learned-failure-cases.md,calibration/phase0.2,.md,253,38,95d8b819668264f88927d1c722d4320b,no,yes,root-or-other,historical,,
docs/13_STORY_EVALUATION_CRITERIA_v1.0.0.md,13_STORY_EVALUATION_CRITERIA_v1.0.0.md,docs,.md,1139,221,557924bd9827929a61e22203b81e196e,no,yes,docs-general,historical,,
docs/ADMIN_ACCESS_SOP.md,ADMIN_ACCESS_SOP.md,docs,.md,860,306,25a80b1934c00705712f3109f2ca2912,no,no,docs-general,historical,,
docs/AI_CONTRIBUTION_GUIDE.md,AI_CONTRIBUTION_GUIDE.md,docs,.md,590,130,57f7e6e78059a57539aea1342f74b829,no,yes,docs-general,historical,,
docs/ALL_TESTS_PASSING.md,ALL_TESTS_PASSING.md,docs,.md,816,253,e9780a206cfda05667d22751cfc3bbbb,no,yes,docs-general,historical,,
docs/ARCHITECTURE_DECISIONS/ADR-007-esm-dynamic-imports.md,ADR-007-esm-dynamic-imports.md,docs/ARCHITECTURE_DECISIONS,.md,69,16,e7234dae212a6c20b0a7e5aa8472112c,no,yes,docs-general,historical,,
docs/AUDIT_EVIDENCE_CI_97b4f56.md,AUDIT_EVIDENCE_CI_97b4f56.md,docs,.md,719,172,54d3a8575db8b1c3c1f627758045d2d4,no,no,audit,draft,,
docs/CANONICAL_PIPELINE_CUTOVER_EXECUTION_MAP.md,CANONICAL_PIPELINE_CUTOVER_EXECUTION_MAP.md,docs,.md,877,99,9c24b0fe3727fe69d037121db376aacd,no,yes,docs-general,historical,,
docs/CANONICAL_RUNTIME_OPERATIONS.md,CANONICAL_RUNTIME_OPERATIONS.md,docs,.md,499,102,deec517bfdbbb73ce11d842faff07d5e,yes,yes,docs-general,historical,,
docs/CANONICAL_VOCABULARY_MIGRATION.md,CANONICAL_VOCABULARY_MIGRATION.md,docs,.md,1409,429,4f2234ce3d8479cf366b835c169962c1,no,no,docs-general,historical,,
docs/CANONICAL_VOCABULARY_QUICK_REF.md,CANONICAL_VOCABULARY_QUICK_REF.md,docs,.md,404,131,36f9b5fc5d36f2b3e3481234b793f48d,no,no,docs-general,historical,,
docs/CANON_PHASE_STATUS_LOCKED.md,CANON_PHASE_STATUS_LOCKED.md,docs,.md,1217,298,4c4f7d6137ac147adff50d5a9209cc65,no,yes,docs-general,historical,,
docs/CANON_SCHEMA_FIXES.md,CANON_SCHEMA_FIXES.md,docs,.md,696,191,faaddfcee08e7a8bd6f514df05b58c99,yes,yes,docs-general,historical,,
docs/CANON_TODO.md,CANON_TODO.md,docs,.md,557,171,dd9cf4ad683113fd6d1ce621a202c2ce,no,yes,docs-general,historical,,
docs/CHUNKING_ARCHITECTURE.md,CHUNKING_ARCHITECTURE.md,docs,.md,367,158,96a90834cb69a2a887a8c907fe83b907,no,no,docs-general,historical,,
docs/CHUNKING_IMPLEMENTATION.md,CHUNKING_IMPLEMENTATION.md,docs,.md,602,132,5ea188f86addb15520362d722211c57d,no,no,docs-general,historical,,
docs/CHUNKING_USAGE.md,CHUNKING_USAGE.md,docs,.md,898,310,c80bb7dbdb3ee12df44f9eb0efbc1614,no,no,docs-general,historical,,
docs/CI_INTEGRATION.md,CI_INTEGRATION.md,docs,.md,350,109,a8f21f37db562d379dc8b31eb761e1c3,no,no,docs-general,historical,,
docs/CI_REFRESH.md,CI_REFRESH.md,docs,.md,14,2,94f8b7f9125eddfee6535be672a0300b,no,no,docs-general,historical,,
docs/CLEAN_RUN_VERIFIED.md,CLEAN_RUN_VERIFIED.md,docs,.md,1088,249,ae0c585e6545839605e7653e82ba17cb,no,no,docs-general,historical,CLEAN_RUN_VERIFIED.md,
docs/CONFIDENCE_SLICE_PREMERGE_CLOSURES.md,CONFIDENCE_SLICE_PREMERGE_CLOSURES.md,docs,.md,239,45,3514a9355d73550f0aa1f80f9e1c8b49,no,no,docs-general,historical,,
docs/CREDENTIAL_CLOSURE_DECISION_2026-04-04.md,CREDENTIAL_CLOSURE_DECISION_2026-04-04.md,docs,.md,313,72,f2672d8dd5718100eb418a2be83d6f9c,no,yes,docs-general,historical,,
docs/CRITICAL_BUG_FIXES.md,CRITICAL_BUG_FIXES.md,docs,.md,1031,304,0f574ec90098daac5c327228a3ae2ee2,no,no,docs-general,historical,,
docs/DAY1_TRACK_A_IMPLEMENTATION.md,DAY1_TRACK_A_IMPLEMENTATION.md,docs,.md,491,119,8c581875944a82d878ff501cb5836727,no,no,docs-general,historical,,
docs/DEPLOYMENT_READY.md,DEPLOYMENT_READY.md,docs,.md,927,210,3434ab30b9532525d55d9d18dd236829,no,no,docs-general,historical,,
docs/E2E_WORKFLOW_BRANCH_MATRIX.md,E2E_WORKFLOW_BRANCH_MATRIX.md,docs,.md,433,82,421fbaf35c656944c41c5b166f0c8d66,no,yes,docs-general,historical,,
docs/EVALUATION_CRITICAL_FILE_PATH.md,EVALUATION_CRITICAL_FILE_PATH.md,docs,.md,3734,464,b95771f3b0f938fb90e098766fe460f2,yes,yes,docs-general,historical,,
docs/EVALUATION_JOBS_ENUM_VALUES.md,EVALUATION_JOBS_ENUM_VALUES.md,docs,.md,386,160,c0552de97afad28b74d6e5d3fa5f5645,yes,no,docs-general,historical,,
docs/EVALUATION_QUALITY_DECONFLICTION.md,EVALUATION_QUALITY_DECONFLICTION.md,docs,.md,728,144,c57442960f4eb607570b4b320d4e7393,no,yes,docs-general,historical,,
docs/EVALUATION_RESULT_SCHEMA_V1.md,EVALUATION_RESULT_SCHEMA_V1.md,docs,.md,1301,519,d95a0d688c92e46bcfa8c935b73bd456,yes,yes,docs-general,historical,,
docs/FOUNDATION_COMPLETE.md,FOUNDATION_COMPLETE.md,docs,.md,463,133,a37ce9e1749fbd87fe309f1e90e10cb2,no,no,docs-general,historical,,
docs/GATE_A4_CLOSURE.md,GATE_A4_CLOSURE.md,docs,.md,261,116,22f9d31156850a9d67603d3f379153a7,no,yes,docs-general,historical,,
docs/GATE_A5_CLOSURE.md,GATE_A5_CLOSURE.md,docs,.md,737,192,9a1e4c89eb506cc854a853d973f8c972,yes,no,docs-general,historical,,
docs/GATE_A5_FLOW1.md,GATE_A5_FLOW1.md,docs,.md,437,120,48ad5d1b330ebce083c2a33919cdeb53,yes,yes,docs-general,historical,,
docs/GATE_A5_FLOW1_CLOSURE.md,GATE_A5_FLOW1_CLOSURE.md,docs,.md,1233,216,48656172921dd3303163c4c87e580314,no,no,docs-general,historical,,
docs/GATE_A6_CLOSURE.md,GATE_A6_CLOSURE.md,docs,.md,271,107,f1cfe826cdc62a58606bf151fc8a8e76,no,no,docs-general,historical,,
docs/GATE_A6_REPORT_CREDIBILITY.md,GATE_A6_REPORT_CREDIBILITY.md,docs,.md,699,309,194018e869958628e363e637b3e4c77c,yes,no,docs-general,historical,,
docs/GATE_A7_CLOSURE.md,GATE_A7_CLOSURE.md,docs,.md,1258,275,5b221f3cdb0bab834745df73f6a020a4,no,yes,docs-general,historical,,
docs/GATE_A7_ENVIRONMENT.md,GATE_A7_ENVIRONMENT.md,docs,.md,242,98,3fe4539dcc8131f7718561fbabf45ab5,no,no,docs-general,historical,,
docs/GATE_A7_QA_QC_PLAN.md,GATE_A7_QA_QC_PLAN.md,docs,.md,251,73,6c2bb2346e8b36632fce3d4074078948,no,no,planning,draft,,
docs/GATE_A7_SLO_SLA_METRICS.md,GATE_A7_SLO_SLA_METRICS.md,docs,.md,143,70,d02be94f1b9161f1d97fde5cbd414866,no,no,docs-general,historical,,
docs/GATE_A7_SYSTEM_SPEC.md,GATE_A7_SYSTEM_SPEC.md,docs,.md,1628,501,03a990d59d61f6385141b9cb4ee0ba36,yes,no,docs-general,historical,,
docs/GATE_A8_SYSTEM_SPEC.md,GATE_A8_SYSTEM_SPEC.md,docs,.md,1361,342,0c7891aed77f907e4c05a0407e6f55d7,yes,yes,docs-general,historical,,
docs/GITHUB_HANDOFF_MASTER_ROADMAP.md,GITHUB_HANDOFF_MASTER_ROADMAP.md,docs,.md,442,92,04b30e651fd0979f8cf5fee26611bfca,yes,yes,docs-general,historical,,
docs/GOLDEN_SPINE.md,GOLDEN_SPINE.md,docs,.md,202,31,d651faf6e23d1768ddb9a6e1a353fd4e,no,no,docs-general,historical,,
docs/GOVERNANCE_AUTHORITY_CHAIN.md,GOVERNANCE_AUTHORITY_CHAIN.md,docs,.md,1108,261,ec0697797458e15140718f7a57e75845,yes,yes,docs-general,historical,,
docs/JOBS_STABILITY_CONTRACT.md,JOBS_STABILITY_CONTRACT.md,docs,.md,314,110,c99f85aec83a7b2744c955fa421d83e1,yes,no,docs-general,historical,,
docs/JOB_CONTRACT_v1.md,JOB_CONTRACT_v1.md,docs,.md,1203,276,f9b26d6deca3004d817c0c9df7e94684,yes,no,docs-general,historical,,
docs/JOB_SYSTEM_CI_CONTRACT.md,JOB_SYSTEM_CI_CONTRACT.md,docs,.md,652,195,2ca7b0568e26266cfd1ee2412df94188,no,no,docs-general,historical,,
docs/LATENCY_PR_CHECKLIST.md,LATENCY_PR_CHECKLIST.md,docs,.md,525,180,91c2ea5d7308387699b980f91a299d2c,no,yes,docs-general,historical,,
docs/MAINTAINER_NOTE_COMPAT_OVERLOAD_NAMING.md,MAINTAINER_NOTE_COMPAT_OVERLOAD_NAMING.md,docs,.md,797,258,f111cd450102db7311a5f8190634e7bd,no,no,docs-general,historical,,
docs/MDM_IMPLEMENTATION_RUNBOOK.md,MDM_IMPLEMENTATION_RUNBOOK.md,docs,.md,2630,748,1ed4acc83b40bf6cdced7fa3521578e3,yes,yes,runbook,runbook,,
docs/MDM_INDEX.md,MDM_INDEX.md,docs,.md,797,208,38c71b7fdf25cb5aa45a20df7168aba3,yes,yes,docs-general,historical,,
docs/MDM_WORK_TYPE_CANON_v1.md,MDM_WORK_TYPE_CANON_v1.md,docs,.md,1743,425,41506532a9267b918dbc461f05d47693,yes,yes,docs-general,historical,,
docs/METRICS_API_v1.md,METRICS_API_v1.md,docs,.md,587,188,a7cc0d15cb8ca1a0ed314340ed20e926,no,no,docs-general,historical,,
docs/MOCK_OPACITY_FIX_COMPLETE.md,MOCK_OPACITY_FIX_COMPLETE.md,docs,.md,1006,298,065e88558c47bda10e2a5f053d477950,no,no,docs-general,historical,,
docs/MOCK_VS_REAL_DIAGNOSTIC.md,MOCK_VS_REAL_DIAGNOSTIC.md,docs,.md,762,249,f17bd62a91fc3da1ae9c52b04bce8a05,no,no,docs-general,historical,,
docs/MULTI_TENANT_DEPLOYMENT.md,MULTI_TENANT_DEPLOYMENT.md,docs,.md,1455,480,9df1eaa45767bfcc115127d06c7de189,no,no,docs-general,historical,,
docs/NEXT_STEPS.md,NEXT_STEPS.md,docs,.md,943,285,9b97b98ad173ebe8b063eb73d830d409,no,no,docs-general,historical,,
docs/NOMENCLATURE_CANON_v1.md,NOMENCLATURE_CANON_v1.md,docs,.md,558,123,f8e3b00e22df2113b76f118b3fabfe66,no,yes,docs-general,historical,,
docs/NOMENCLATURE_STANDARDIZATION_SUMMARY.md,NOMENCLATURE_STANDARDIZATION_SUMMARY.md,docs,.md,916,235,5f90bec272558791d124715645f36c64,no,no,docs-general,historical,,
docs/NPM_AUDIT_NOTES.md,NPM_AUDIT_NOTES.md,docs,.md,543,101,7dab772084df76415120ce46919a8360,yes,yes,audit,draft,NPM_AUDIT_NOTES.md,
docs/OPERATOR_RUNBOOK.md,OPERATOR_RUNBOOK.md,docs,.md,600,142,0ed38515019939067257d370c4763e82,no,no,runbook,runbook,,
docs/PERSISTENCE_CONTRACT.md,PERSISTENCE_CONTRACT.md,docs,.md,1325,400,1390d20ec47f004b4fcb028d1f1ad952,no,yes,docs-general,historical,,
docs/PHASE2C1_CHECKLIST.md,PHASE2C1_CHECKLIST.md,docs,.md,913,172,32723542e96a7f0d90a8ba8c92176ed9,yes,yes,docs-general,historical,,
docs/PHASE2C3_EVIDENCE_COMMAND.md,PHASE2C3_EVIDENCE_COMMAND.md,docs,.md,996,265,686fb87dc9252c1f6152da0d7e517117,no,yes,docs-general,historical,,
docs/PHASE2C4_PERSISTENCE.md,PHASE2C4_PERSISTENCE.md,docs,.md,912,212,1d9e476bbe7cb50ea3a71cbfa6007971,no,yes,docs-general,historical,,
docs/PHASE2C_COMPLETE.md,PHASE2C_COMPLETE.md,docs,.md,1396,214,4dec1db48839f2774c355e8d936c9c0b,no,yes,docs-general,historical,,
docs/PHASE2C_EVIDENCE_COMMAND.md,PHASE2C_EVIDENCE_COMMAND.md,docs,.md,1798,463,a8cc1370fd848b3a50a9ea4155f058e7,no,yes,docs-general,historical,,
docs/PHASE2_SCHEMA_ENFORCEMENT_COMPLETE.md,PHASE2_SCHEMA_ENFORCEMENT_COMPLETE.md,docs,.md,722,188,2ae33f1b6cb7f3f9c7118317525a82e4,yes,no,docs-general,historical,,
docs/PHASE2_SCHEMA_ENFORCEMENT_INDEX.md,PHASE2_SCHEMA_ENFORCEMENT_INDEX.md,docs,.md,491,191,8e781a43707bf21b8a440b4f3d7e769c,yes,no,docs-general,historical,,
docs/PHASE2_VERTICAL_SLICE_PROOF.md,PHASE2_VERTICAL_SLICE_PROOF.md,docs,.md,1273,372,d93ce8be09ec2ede412f526a2b5075da,no,no,docs-general,historical,PHASE2_VERTICAL_SLICE_PROOF.md,
docs/PHASE_2_7_PASS1_CALIBRATION_SCORECARD.md,PHASE_2_7_PASS1_CALIBRATION_SCORECARD.md,docs,.md,1325,144,59757b2301f622324f32faff67045d3a,no,yes,docs-general,historical,,59757b2301f622324f32faff67045d3a
docs/PHASE_2_7_REAL_RUN_READINESS.md,PHASE_2_7_REAL_RUN_READINESS.md,docs,.md,1616,228,cea62f110eca546e41662fd5910c09aa,no,yes,docs-general,historical,,
docs/PHASE_A1_COMPLETE.md,PHASE_A1_COMPLETE.md,docs,.md,383,128,fb89e24e9d979154926427c87a721b17,no,no,docs-general,historical,,
docs/PHASE_A2_STATUS.md,PHASE_A2_STATUS.md,docs,.md,410,108,ae385604b12385121750f23e6745cccb,no,no,docs-general,historical,,
docs/PHASE_A3_DEAD_LETTER_COMPLETE.md,PHASE_A3_DEAD_LETTER_COMPLETE.md,docs,.md,928,264,a99b3e5f3939b50a768e0fbcb239d05e,no,no,docs-general,historical,,
docs/PHASE_A4_COMPLETE.md,PHASE_A4_COMPLETE.md,docs,.md,398,132,0b4c1a0ff8adb8e130b6be1eaaa5b1fc,no,no,docs-general,historical,,
docs/PHASE_A4_OBSERVABILITY.md,PHASE_A4_OBSERVABILITY.md,docs,.md,1147,287,649baacc0c1b72a9d157fd70d720e2ff,no,no,docs-general,historical,,
docs/PHASE_A4_REALITY_CHECK.md,PHASE_A4_REALITY_CHECK.md,docs,.md,828,261,908b961dc9ab93fd26d55a8c4552e386,no,no,docs-general,historical,,
docs/PHASE_A4_TO_A5_TRANSITION.md,PHASE_A4_TO_A5_TRANSITION.md,docs,.md,505,167,a77273e1581db49bed44bff6f5199f3b,no,no,docs-general,historical,,
docs/PHASE_A5_72HR_PLAN.md,PHASE_A5_72HR_PLAN.md,docs,.md,1371,486,339d694da9f65423c0e7eacc765b840a,no,no,planning,draft,,
docs/PHASE_A5_DAY1_PERFECTION.md,PHASE_A5_DAY1_PERFECTION.md,docs,.md,1398,406,e5ea33cf66d6420d7110cc1bab148af2,no,yes,docs-general,historical,,
docs/PHASE_A_JOB_RELIABILITY.md,PHASE_A_JOB_RELIABILITY.md,docs,.md,968,255,0b1004b2aa055aef31eb32bac78e222d,no,no,docs-general,historical,,
docs/PHASE_A_WEEK1_STATUS.md,PHASE_A_WEEK1_STATUS.md,docs,.md,775,230,e15528d373cca0bab9fd8586c6848a4e,no,no,docs-general,historical,,
docs/PHASE_STATUS_AUDIT_VERIFICATION.md,PHASE_STATUS_AUDIT_VERIFICATION.md,docs,.md,1317,323,81f462c0989459c4cf48f509ba3c5bd0,no,yes,audit,draft,,
docs/PRODUCTION_FIXES_VALIDATION.md,PRODUCTION_FIXES_VALIDATION.md,docs,.md,1111,433,d16abd2a4596a595a827a8f976deadfc,no,yes,docs-general,historical,,
docs/PRODUCTION_READINESS_CHECKLIST.md,PRODUCTION_READINESS_CHECKLIST.md,docs,.md,884,180,47575fffb10385777196f525d6de0b46,no,no,docs-general,historical,PRODUCTION_READINESS_CHECKLIST.md,
docs/PRODUCTION_SECRETS_DEPLOY.md,PRODUCTION_SECRETS_DEPLOY.md,docs,.md,885,278,cee2d4f74b75914e2d85a45bd33f729e,no,no,docs-general,historical,,
docs/PROD_ALIGNMENT_AUTOMATION.md,PROD_ALIGNMENT_AUTOMATION.md,docs,.md,231,56,ce52781cd7c0efe3f9cec3cdd7f17c12,no,no,docs-general,historical,,
docs/PROD_EVIDENCE.md,PROD_EVIDENCE.md,docs,.md,115,42,c615ebda0c891340be54b8f37d49d057,no,no,docs-general,historical,,
docs/QUALITY_GATES_v1.md,QUALITY_GATES_v1.md,docs,.md,702,197,62c8b2f3a1fe75b286ae6b74a5d7b2ce,no,yes,docs-general,historical,,
docs/QUICK_START.md,QUICK_START.md,docs,.md,542,172,aa67ef5052f6cf67b6abcbfe20083f3e,no,yes,docs-general,historical,,
docs/RATE_LIMITING.md,RATE_LIMITING.md,docs,.md,932,320,ed498c85f4cd09c8949cafb72a61b3f2,no,yes,docs-general,historical,,
docs/RESUME_SKIP_COMPLETED.md,RESUME_SKIP_COMPLETED.md,docs,.md,991,257,357c71c683c52efac5ea47a53d2e6540,no,no,docs-general,historical,,
docs/REVISIONGRADE_MASTER_ROADMAP.md,REVISIONGRADE_MASTER_ROADMAP.md,docs,.md,1745,444,f8ad7817c6aa85b286c731a6c3a73892,yes,yes,docs-general,historical,,
docs/RLS_POLICIES_v1.md,RLS_POLICIES_v1.md,docs,.md,1146,365,3bd3c400d1d375f116b6e9922ebb633e,no,no,docs-general,historical,,
docs/ROADMAP_2026-04-01.md,ROADMAP_2026-04-01.md,docs,.md,393,77,b054ea3e40e7a6f1a9d779a93f9873de,no,yes,docs-general,historical,,
docs/RevisionGrade_Roadmap_UPDATED.md,RevisionGrade_Roadmap_UPDATED.md,docs,.md,2410,57,b0d68e6f65c075c6fcac59125f264058,no,yes,docs-general,historical,RevisionGrade_Roadmap_UPDATED.md,
docs/SCALABILITY_PLAN.md,SCALABILITY_PLAN.md,docs,.md,1177,384,b12a856a3ca1467eb8edf0b760f75b8c,no,yes,planning,draft,,
docs/SCALE_100K_RUNTIME_PLAYBOOK.md,SCALE_100K_RUNTIME_PLAYBOOK.md,docs,.md,429,77,765ea880e9b6085fc558c411761f6c04,no,yes,docs-general,historical,,
docs/SCHEMA_CODE_NAMING_GOVERNANCE.md,SCHEMA_CODE_NAMING_GOVERNANCE.md,docs,.md,842,305,8e8e4417a8862f9e97493bdf55ebcb4c,yes,yes,docs-general,historical,,
docs/SECURITY_REMEDIATION_2026-01-30.md,SECURITY_REMEDIATION_2026-01-30.md,docs,.md,770,217,dad87ba16df860c759d9e58da99dbc3c,no,no,docs-general,historical,,
docs/SESSION_CLOSURE_EVIDENCE.md,SESSION_CLOSURE_EVIDENCE.md,docs,.md,866,229,db25f060312a14a611f930a71f391d4b,no,yes,docs-general,historical,,
docs/SIPOC_EVALUATION_PROCESS.md,SIPOC_EVALUATION_PROCESS.md,docs,.md,2623,479,be8f673ce4a13ebede9d2dda202b0fa8,no,yes,docs-general,historical,,
docs/SQL_CONCURRENCY_MECHANISM.md,SQL_CONCURRENCY_MECHANISM.md,docs,.md,767,251,ffe8d7a157e9fb0bcc22b8c44f048e2a,no,no,docs-general,historical,,
docs/STABILITY_CHECKPOINT.md,STABILITY_CHECKPOINT.md,docs,.md,811,208,cd5ab7091df233d4cd332734f1d9b173,no,yes,docs-general,historical,,
docs/STABILITY_TESTS_PASSING.md,STABILITY_TESTS_PASSING.md,docs,.md,492,153,1bde08eca84e7934e7a94ba855ada4ba,no,no,docs-general,historical,,
docs/STAGE2_ANCHORED_TELEMETRY_SQL_2026-03-16.md,STAGE2_ANCHORED_TELEMETRY_SQL_2026-03-16.md,docs,.md,273,96,ab70e3b7bcfcee5c1075de93de8cf08e,no,no,docs-general,historical,,
docs/STAGE2_REVISION_HYDRATION_CLOSURE_EVIDENCE_2026-03-16.md,STAGE2_REVISION_HYDRATION_CLOSURE_EVIDENCE_2026-03-16.md,docs,.md,427,117,0cde0a8a66031a062807894ee2df06ff,no,yes,docs-general,historical,,
docs/STAGING_DEPLOYMENT_ACTION_PLAN.md,STAGING_DEPLOYMENT_ACTION_PLAN.md,docs,.md,454,123,21e7239459fbc06361de5ebde9366cc4,no,no,planning,draft,,
